INDIVID_ID,DATE,SPECIES,LIFE_STAGE,REEF,SITE,ZONING,FL,TL,LAT,LONG,YEAR,PlateID,Plate,Well
P.juv_01791,2021-04-09,P. maculatus,Juvenile,Halfway Is Blue,HWAY BLUE,Blue,194,205,-23.201,150.966,2021,PmJuv02_G11,PmJuv02,G11
P.juv_01792,2021-04-09,P. maculatus,Juvenile,Halfway Is Blue,HWAY BLUE,Blue,121,127,-23.201,150.966,2021,PmJuv02_G12,PmJuv02,G12
P.juv_01793,2021-04-09,P. maculatus,Juvenile,Halfway Is Blue,HWAY BLUE,Blue,112,118,-23.201,150.966,2021,PmJuv02_H01,PmJuv02,H01
P.juv_01794,2021-04-07,P. maculatus,Juvenile,NA,NA,NA,188,197,NA,NA,2021,PmJuv02_H02,PmJuv02,H02
P.juv_01795,2021-04-10,P. maculatus,Juvenile,Wreck Bay,GK8,Blue,123,130,-23.176,150.987,2021,PmJuv02_H03,PmJuv02,H03
P.juv_01796,2021-04-11,P. maculatus,Juvenile,North Keppel Is Blue,NK3,Blue,165,172,-23.086,150.896,2021,PmJuv02_H04,PmJuv02,H04
P.juv_01797,2021-04-11,P. maculatus,Juvenile,North Keppel Is Blue,NK3,Blue,136,142,-23.086,150.896,2021,PmJuv02_H05,PmJuv02,H05
P.juv_01798,2021-04-11,P. maculatus,Juvenile,North Keppel Is Blue,NK3,Blue,137,142,-23.086,150.896,2021,PmJuv02_H06,PmJuv02,H06
P.juv_01799,2021-04-11,P. maculatus,Juvenile,North Keppel Is Blue,NK3,Blue,206,214,-23.086,150.896,2021,PmJuv02_H07,PmJuv02,H07
P.juv_01800,2021-04-11,P. maculatus,Juvenile,North Keppel Is Blue,NK3,Blue,121,126,-23.086,150.896,2021,PmJuv02_H08,PmJuv02,H08
P.juv_01801,2021-04-11,P. maculatus,Juvenile,North Keppel Is Blue,NK3,Blue,117,123,-23.086,150.896,2021,PmJuv02_H09,PmJuv02,H09
P.juv_01802,2021-04-11,P. maculatus,Juvenile,North Keppel Is Blue,NK3,Blue,115,121,-23.086,150.896,2021,PmJuv02_H10,PmJuv02,H10
P.juv_01803,2021-04-11,P. maculatus,Juvenile,North Keppel Is Blue,NK3,Blue,96,101,-23.086,150.896,2021,PmJuv02_H11,PmJuv02,H11
P.juv_01804,2021-04-11,P. maculatus,Juvenile,North Keppel Is Blue,NK3,Blue,72,76,-23.086,150.896,2021,PmJuv03_A01,PmJuv03,A01
P.juv_01805,2021-04-11,P. maculatus,Juvenile,North Keppel Is Blue,NK3,Blue,76,79,-23.086,150.896,2021,PmJuv03_A02,PmJuv03,A02
P.juv_01806,2021-04-11,P. maculatus,Juvenile,North Keppel Is Blue,NK3,Blue,78,83,-23.086,150.896,2021,PmJuv03_A03,PmJuv03,A03
P.juv_01807,2021-04-11,P. maculatus,Juvenile,North Keppel Is Blue,NK3,Blue,69,70,-23.086,150.896,2021,PmJuv03_A04,PmJuv03,A04
P.juv_01808,2021-04-11,P. maculatus,Juvenile,North Keppel Is Blue,NK3,Blue,79,81,-23.086,150.896,2021,PmJuv03_A05,PmJuv03,A05
P.juv_01809,2021-04-11,P. maculatus,Juvenile,North Keppel Is Blue,NK3,Blue,61,63,-23.086,150.896,2021,PmJuv03_A06,PmJuv03,A06
P.juv_01810,2021-04-11,P. maculatus,Juvenile,North Keppel Is Blue,NK3,Blue,218,227,-23.086,150.896,2021,PmJuv03_A07,PmJuv03,A07
P.juv_01811,2021-04-11,P. maculatus,Juvenile,North Keppel Is Blue,NK3,Blue,224,235,-23.086,150.896,2021,PmJuv03_A08,PmJuv03,A08
P.juv_01812,2021-04-11,P. maculatus,Juvenile,North Keppel Is Blue,NK3,Blue,233,244,-23.086,150.896,2021,PmJuv03_A09,PmJuv03,A09
P.juv_01813,2021-04-11,P. maculatus,Juvenile,North Keppel Is Blue,NK3,Blue,231,235,-23.086,150.896,2021,PmJuv03_A10,PmJuv03,A10
P.juv_01814,2021-04-11,P. maculatus,Juvenile,North Keppel Is Blue,NK3,Blue,221,232,-23.086,150.896,2021,PmJuv03_A11,PmJuv03,A11
P.juv_01815,2021-04-11,P. maculatus,Juvenile,North Keppel Is Blue,NK3,Blue,158,162,-23.086,150.896,2021,PmJuv03_A12,PmJuv03,A12
P.juv_01816,2021-04-11,P. maculatus,Juvenile,North Keppel Is Blue,NK3,Blue,139,144,-23.086,150.896,2021,PmJuv03_B01,PmJuv03,B01
P.juv_01817,2021-04-11,P. maculatus,Juvenile,North Keppel Is Blue,NK3,Blue,140,144,-23.086,150.896,2021,PmJuv03_B02,PmJuv03,B02
P.juv_01818,2021-04-11,P. maculatus,Juvenile,North Keppel Is Blue,NK3,Blue,140,146,-23.086,150.896,2021,PmJuv03_B04,PmJuv03,B04
P.juv_01819,2021-04-11,P. maculatus,Juvenile,North Keppel Is Blue,NK3,Blue,135,140,-23.086,150.896,2021,PmJuv03_B05,PmJuv03,B05
P.juv_01820,2021-04-11,P. maculatus,Juvenile,North Keppel Is Blue,NK3,Blue,126,131,-23.086,150.896,2021,PmJuv03_B06,PmJuv03,B06
P.juv_01821,2021-04-11,P. maculatus,Juvenile,North Keppel Is Blue,NK3,Blue,119,124,-23.086,150.896,2021,PmJuv03_B07,PmJuv03,B07
P.juv_01822,2021-04-11,P. maculatus,Juvenile,North Keppel Is Blue,NK3,Blue,118,121,-23.086,150.896,2021,PmJuv03_B08,PmJuv03,B08
P.juv_01823,2021-04-11,P. maculatus,Juvenile,North Keppel Is Blue,NK3,Blue,106,111,-23.086,150.896,2021,PmJuv03_B09,PmJuv03,B09
P.juv_01824,2021-04-11,P. maculatus,Juvenile,North Keppel Is Blue,NK3,Blue,85,89,-23.086,150.896,2021,PmJuv03_B10,PmJuv03,B10
P.juv_01825,2021-04-11,P. maculatus,Juvenile,North Keppel Is Blue,NK3,Blue,262,270,-23.086,150.896,2021,PmJuv03_B11,PmJuv03,B11
P.juv_01826,2021-04-11,P. maculatus,Juvenile,North Keppel Is Blue,NK3,Blue,248,257,-23.086,150.896,2021,PmJuv03_B12,PmJuv03,B12
P.juv_01827,2021-04-11,P. maculatus,Juvenile,North Keppel Is Blue,NK3,Blue,139,144,-23.086,150.896,2021,PmJuv03_C01,PmJuv03,C01
P.juv_01828,2021-04-11,P. maculatus,Juvenile,North Keppel Is Blue,NK3,Blue,142,146,-23.086,150.896,2021,PmJuv03_C02,PmJuv03,C02
P.juv_01829,2021-04-11,P. maculatus,Juvenile,North Keppel Is Blue,NK3,Blue,81,85,-23.086,150.896,2021,PmJuv03_C03,PmJuv03,C03
P.juv_01830,2021-04-11,P. maculatus,Juvenile,North Keppel Is Blue,NK3,Blue,130,138,-23.086,150.896,2021,PmJuv03_C04,PmJuv03,C04
P.juv_01831,2021-04-11,P. maculatus,Juvenile,North Keppel Is Blue,NK3,Blue,71,75,-23.086,150.896,2021,PmJuv03_C05,PmJuv03,C05
P.juv_01832,2021-04-11,P. maculatus,Juvenile,North Keppel Is Blue,NK3,Blue,120,124,-23.086,150.896,2021,PmJuv03_C06,PmJuv03,C06
P.juv_01833,2021-04-11,P. maculatus,Juvenile,North Keppel Is Blue,NK3,Blue,94,97,-23.086,150.896,2021,PmJuv03_C07,PmJuv03,C07
P.juv_01834,2021-04-11,P. maculatus,Juvenile,North Keppel Is Blue,NK3,Blue,64,65,-23.086,150.896,2021,PmJuv03_C08,PmJuv03,C08
P.juv_01835,2021-04-11,P. maculatus,Juvenile,North Keppel Is Blue,NK3,Blue,NA,NA,-23.086,150.896,2021,PmJuv03_C09,PmJuv03,C09
P.juv_01836,2021-04-11,P. maculatus,Juvenile,North Keppel Is Blue,NK3,Blue,84,86,-23.086,150.896,2021,PmJuv03_C10,PmJuv03,C10
P.juv_01837,2021-04-11,P. maculatus,Juvenile,North Keppel Is Blue,NK3,Blue,112,117,-23.086,150.896,2021,PmJuv03_C11,PmJuv03,C11
P.juv_01838,2021-04-11,P. maculatus,Juvenile,North Keppel Is Blue,NK3,Blue,94,95,-23.086,150.896,2021,PmJuv03_C12,PmJuv03,C12
P.juv_01839,2021-04-11,P. maculatus,Juvenile,North Keppel Is Blue,NK3,Blue,126,130,-23.086,150.896,2021,PmJuv03_D01,PmJuv03,D01
P.juv_01840,2021-04-11,P. maculatus,Juvenile,North Keppel Is Blue,NK3,Blue,207,216,-23.086,150.896,2021,PmJuv03_D02,PmJuv03,D02
P.juv_01841,2021-04-11,P. maculatus,Juvenile,North Keppel Is Blue,NK3,Blue,222,230,-23.086,150.896,2021,PmJuv03_D03,PmJuv03,D03
P.juv_01842,2021-04-11,P. maculatus,Juvenile,North Keppel Is Blue,NK3,Blue,127,137,-23.086,150.896,2021,PmJuv03_D04,PmJuv03,D04
P.juv_01843,2021-04-11,P. maculatus,Juvenile,North Keppel Is Blue,NK3,Blue,201,209,-23.086,150.896,2021,PmJuv03_D05,PmJuv03,D05
P.juv_01844,2021-04-11,P. maculatus,Juvenile,North Keppel Is Blue,NK3,Blue,83,85,-23.086,150.896,2021,PmJuv03_D06,PmJuv03,D06
P.juv_01845,2021-04-11,P. maculatus,Juvenile,North Keppel Is Blue,NK3,Blue,83,87,-23.086,150.896,2021,PmJuv03_D07,PmJuv03,D07
P.juv_01846,2021-04-11,P. maculatus,Juvenile,North Keppel Is Blue,NK3,Blue,120,125,-23.086,150.896,2021,PmJuv03_D08,PmJuv03,D08
P.juv_01847,2021-04-11,P. maculatus,Juvenile,North Keppel Is Blue,NK3,Blue,117,121,-23.086,150.896,2021,PmJuv03_D09,PmJuv03,D09
P.juv_01848,2021-04-11,P. maculatus,Juvenile,North Keppel Is Blue,NK3,Blue,136,140,-23.086,150.896,2021,PmJuv03_D10,PmJuv03,D10
P.juv_01849,2021-04-11,P. maculatus,Juvenile,North Keppel Is Blue,NK3,Blue,117,123,-23.086,150.896,2021,PmJuv03_D11,PmJuv03,D11
P.juv_01850,2021-04-11,P. maculatus,Juvenile,North Keppel Is Blue,NK3,Blue,220,229,-23.086,150.896,2021,PmJuv03_D12,PmJuv03,D12
P.juv_01851,2021-04-11,P. maculatus,Juvenile,North Keppel Is Blue,NK3,Blue,243,254,-23.086,150.896,2021,PmJuv03_E01,PmJuv03,E01
P.juv_01852,2021-04-11,P. maculatus,Juvenile,North Keppel Is Blue,NK3,Blue,140,147,-23.086,150.896,2021,PmJuv03_E02,PmJuv03,E02
P.juv_01853,2021-04-11,P. maculatus,Juvenile,North Keppel Is Blue,NK3,Blue,116,121,-23.086,150.896,2021,PmJuv03_E03,PmJuv03,E03
P.juv_01854,2021-04-11,P. maculatus,Juvenile,North Keppel Is Blue,NK3,Blue,92,94,-23.086,150.896,2021,PmJuv03_E04,PmJuv03,E04
P.juv_01855,2021-04-11,P. maculatus,Juvenile,North Keppel Is Blue,NK3,Blue,86,90,-23.086,150.896,2021,PmJuv03_E05,PmJuv03,E05
P.juv_01856,2021-04-11,P. maculatus,Juvenile,North Keppel Is Blue,NK3,Blue,146,150,-23.086,150.896,2021,PmJuv03_E06,PmJuv03,E06
P.juv_01857,2021-04-11,P. maculatus,Juvenile,North Keppel Is Blue,NK3,Blue,132,138,-23.086,150.896,2021,PmJuv03_E07,PmJuv03,E07
P.juv_01858,2021-04-11,P. maculatus,Juvenile,North Keppel Is Blue,NK3,Blue,111,117,-23.086,150.896,2021,PmJuv03_E08,PmJuv03,E08
P.juv_01859,2021-04-11,P. maculatus,Juvenile,North Keppel Is Blue,NK3,Blue,92,95,-23.086,150.896,2021,PmJuv03_E09,PmJuv03,E09
P.juv_01860,2021-04-11,P. maculatus,Juvenile,North Keppel Is Blue,NK3,Blue,96,99,-23.086,150.896,2021,PmJuv03_E10,PmJuv03,E10
P.juv_01861,2021-04-11,P. maculatus,Juvenile,North Keppel Is Blue,NK3,Blue,98,100,-23.086,150.896,2021,PmJuv03_E11,PmJuv03,E11
P.juv_01862,2021-04-11,P. maculatus,Juvenile,North Keppel Is Blue,NK3,Blue,93,97,-23.086,150.896,2021,PmJuv03_E12,PmJuv03,E12
P.juv_01863,2021-04-11,P. maculatus,Juvenile,North Keppel Is Blue,NK3,Blue,62,63,-23.086,150.896,2021,PmJuv03_F01,PmJuv03,F01
P.juv_01864,2021-04-11,P. maculatus,Juvenile,North Keppel Is Blue,NK3,Blue,NA,NA,-23.086,150.896,2021,PmJuv03_F02,PmJuv03,F02
P.juv_01865,2021-04-11,P. maculatus,Juvenile,North Keppel Is Blue,NK3,Blue,72,73,-23.086,150.896,2021,PmJuv03_F03,PmJuv03,F03
P.juv_01866,2021-04-12,P. maculatus,Juvenile,Miall Island,MI1,Blue,32.5,33,-23.152,150.905,2021,PmJuv03_F04,PmJuv03,F04
P.juv_01867,2021-04-11,P. maculatus,Juvenile,North Keppel Is Blue,NK3,Blue,88,92,-23.086,150.896,2021,PmJuv03_F05,PmJuv03,F05
P.juv_01868,2021-04-12,P. maculatus,Juvenile,Miall Island,MI1,Blue,65,67,-23.152,150.905,2021,PmJuv03_F06,PmJuv03,F06
P.juv_01869,2021-04-12,P. maculatus,Juvenile,Miall Island,MI1,Blue,35.5,36,-23.152,150.905,2021,PmJuv03_F07,PmJuv03,F07
P.juv_01870,2021-04-12,P. maculatus,Juvenile,Miall Island,MISouth,Blue,242,253,-23.152,150.905,2021,PmJuv03_F08,PmJuv03,F08
P.juv_01871,2021-04-12,P. maculatus,Juvenile,Miall Island,MISouth,Blue,255,267,-23.152,150.905,2021,PmJuv03_F09,PmJuv03,F09
P.juv_01872,2021-04-12,P. maculatus,Juvenile,Miall Island,MISouth,Blue,NA,NA,-23.152,150.905,2021,PmJuv03_F10,PmJuv03,F10
P.juv_01873,2021-04-12,P. maculatus,Juvenile,Miall Island,MISouth,Blue,245,257,-23.152,150.905,2021,PmJuv03_F11,PmJuv03,F11
P.juv_01874,2021-04-13,P. maculatus,Juvenile,Big Peninsula,BP,Blue,175,181,-23.151,150.975,2021,PmJuv03_F12,PmJuv03,F12
P.juv_01875,2021-04-13,P. maculatus,Juvenile,Big Peninsula,BP,Blue,118,125,-23.151,150.975,2021,PmJuv03_G01,PmJuv03,G01
P.juv_01876,2021-04-13,P. maculatus,Juvenile,Middle Island,M1,Green,130,135,-23.168,150.922,2021,PmJuv03_G02,PmJuv03,G02
P.juv_01877,2021-04-13,P. maculatus,Juvenile,Middle Island,M1,Green,62,64,-23.168,150.922,2021,PmJuv03_G03,PmJuv03,G03
P.juv_01878,2021-04-13,P. maculatus,Juvenile,Miall Island,MIALL,Blue,30.5,31,-23.152,150.905,2021,PmJuv03_G04,PmJuv03,G04
P.juv_01879,2021-04-13,P. maculatus,Juvenile,Middle Island,M1,Green,37,37.5,-23.168,150.922,2021,PmJuv03_G05,PmJuv03,G05
P.juv_01880,2021-04-13,P. maculatus,Juvenile,Middle Island,M1,Green,34.5,35,-23.168,150.922,2021,PmJuv03_G06,PmJuv03,G06
P.juv_01881,2021-04-13,P. maculatus,Juvenile,Middle Island,M1,Green,38.5,39,-23.168,150.922,2021,PmJuv03_G07,PmJuv03,G07
P.juv_01882,2021-04-13,P. maculatus,Juvenile,Big Peninsula,BP,Blue,37,37.5,-23.151,150.975,2021,PmJuv03_G08,PmJuv03,G08
P.juv_01883,2021-04-13,P. maculatus,Juvenile,Big Peninsula,BP,Blue,43,44,-23.151,150.975,2021,PmJuv03_G09,PmJuv03,G09
P.juv_01884,2021-04-13,P. maculatus,Juvenile,Big Peninsula,BP,Blue,39,40,-23.151,150.975,2021,PmJuv03_G10,PmJuv03,G10
P.juv_01885,2021-04-13,P. maculatus,Juvenile,Big Peninsula,BP,Blue,45,46,-23.151,150.975,2021,PmJuv03_G11,PmJuv03,G11
P.juv_01886,2021-04-15,P. maculatus,Juvenile,Halfway Is Green,H2,Green,243,254,-23.199,150.973,2021,PmJuv03_G12,PmJuv03,G12
P.juv_01887,2021-04-15,P. maculatus,Juvenile,Halfway Is Green,H2,Green,34,35,-23.199,150.973,2021,PmJuv03_H01,PmJuv03,H01
P.juv_01888,2021-04-15,P. maculatus,Juvenile,Wyndham Cove,GK7,Blue,55,56,-23.191,150.963,2021,PmJuv03_H02,PmJuv03,H02
P.juv_01889,2021-04-15,P. maculatus,Juvenile,Wyndham Cove,GK7,Blue,75,77,-23.191,150.963,2021,PmJuv03_H03,PmJuv03,H03
P.juv_01890,2021-04-15,P. maculatus,Juvenile,Wyndham Cove,GK7,Blue,34.5,35,-23.191,150.963,2021,PmJuv03_H04,PmJuv03,H04
P.juv_01891,2021-04-15,P. maculatus,Juvenile,Wyndham Cove,GK7,Blue,39,39,-23.191,150.963,2021,PmJuv03_H05,PmJuv03,H05
P.juv_01892,2021-04-15,P. maculatus,Juvenile,Wyndham Cove,GK7,Blue,40,41,-23.191,150.963,2021,PmJuv03_H06,PmJuv03,H06
P.juv_01893,2021-04-15,P. maculatus,Juvenile,Clam Bay,NA,Green,64,65,-23.188,150.979,2021,PmJuv03_H07,PmJuv03,H07
P.juv_01894,2021-04-15,P. maculatus,Juvenile,Clam Bay,NA,Green,130,135,-23.188,150.979,2021,PmJuv03_H08,PmJuv03,H08
P.juv_01895,2021-04-15,P. maculatus,Juvenile,Clam Bay,NA,Green,110,112,-23.188,150.979,2021,PmJuv03_H09,PmJuv03,H09
P.juv_01896,2021-04-15,P. maculatus,Juvenile,Clam Bay,NA,Green,124,128,-23.188,150.979,2021,PmJuv03_H10,PmJuv03,H10
P.juv_01897,2021-04-15,P. maculatus,Juvenile,Clam Bay,NA,Green,148,152,-23.188,150.979,2021,PmJuv03_H11,PmJuv03,H11
P.juv_01898,2021-04-15,P. maculatus,Juvenile,Clam Bay,NA,Green,NA,NA,-23.188,150.979,2021,PmJuv04_A01,PmJuv04,A01
P.juv_01899,2021-04-15,P. maculatus,Juvenile,Clam Bay,NA,Green,68,71,-23.188,150.979,2021,PmJuv04_A02,PmJuv04,A02
P.juv_01900,2021-04-15,P. maculatus,Juvenile,Clam Bay,NA,Green,121,124,-23.188,150.979,2021,PmJuv04_A03,PmJuv04,A03
P.juv_01901,2021-04-15,P. maculatus,Juvenile,Clam Bay,NA,Green,NA,NA,-23.188,150.979,2021,PmJuv04_A04,PmJuv04,A04
P.juv_01902,2021-04-15,P. maculatus,Juvenile,Clam Bay,NA,Green,NA,NA,-23.188,150.979,2021,PmJuv04_A05,PmJuv04,A05
P.juv_01903,2021-04-15,P. maculatus,Juvenile,Clam Bay,NA,Green,123,128,-23.188,150.979,2021,PmJuv04_A06,PmJuv04,A06
P.juv_01904,2021-04-15,P. maculatus,Juvenile,Clam Bay,NA,Green,89,94,-23.188,150.979,2021,PmJuv04_A07,PmJuv04,A07
P.juv_01905,2021-04-15,P. maculatus,Juvenile,Clam Bay,NA,Green,127,133,-23.188,150.979,2021,PmJuv04_A08,PmJuv04,A08
P.juv_01906,2021-04-15,P. maculatus,Juvenile,Clam Bay,NA,Green,129,133,-23.188,150.979,2021,PmJuv04_A09,PmJuv04,A09
P.juv_01907,2021-04-15,P. maculatus,Juvenile,Clam Bay,NA,Green,116,121,-23.188,150.979,2021,PmJuv04_A10,PmJuv04,A10
P.juv_01908,2021-04-15,P. maculatus,Juvenile,Clam Bay,NA,Green,NA,NA,-23.188,150.979,2021,PmJuv04_A11,PmJuv04,A11
P.juv_01909,2021-04-15,P. maculatus,Juvenile,Clam Bay,NA,Green,124,128,-23.188,150.979,2021,PmJuv04_A12,PmJuv04,A12
P.juv_01910,2021-04-15,P. maculatus,Juvenile,Clam Bay,NA,Green,68,70,-23.188,150.979,2021,PmJuv04_B01,PmJuv04,B01
P.juv_01911,2021-04-15,P. maculatus,Juvenile,Clam Bay,NA,Green,124,128,-23.188,150.979,2021,PmJuv04_B02,PmJuv04,B02
P.juv_01912,2021-04-15,P. maculatus,Juvenile,Clam Bay,NA,Green,142,146,-23.188,150.979,2021,PmJuv04_B03,PmJuv04,B03
P.juv_01913,2021-04-15,P. maculatus,Juvenile,Clam Bay,NA,Green,41,42,-23.188,150.979,2021,PmJuv04_B05,PmJuv04,B05
P.juv_01914,2021-04-15,P. maculatus,Juvenile,Clam Bay,NA,Green,65,66,-23.188,150.979,2021,PmJuv04_B06,PmJuv04,B06
P.juv_01915,2021-04-15,P. maculatus,Juvenile,Clam Bay,NA,Green,116,120,-23.188,150.979,2021,PmJuv04_B07,PmJuv04,B07
P.juv_01916,2021-04-15,P. maculatus,Juvenile,Clam Bay,NA,Green,93,96,-23.188,150.979,2021,PmJuv04_B08,PmJuv04,B08
P.juv_01917,2021-04-15,P. maculatus,Juvenile,Halfway Is Green,H2,Green,211,220,-23.199,150.973,2021,PmJuv04_B09,PmJuv04,B09
P.juv_01918,2021-04-15,P. maculatus,Juvenile,Halfway Is Green,H2,Green,220,231,-23.199,150.973,2021,PmJuv04_B10,PmJuv04,B10
P.juv_01919,2021-04-16,P. maculatus,Juvenile,Egg Rock,NA,Green,59,60,-23.2,151.101,2021,PmJuv04_B11,PmJuv04,B11
P.juv_01920,2021-04-16,P. maculatus,Juvenile,Egg Rock,NA,Green,65,67,-23.2,151.101,2021,PmJuv04_B12,PmJuv04,B12
P.juv_01921,2021-04-16,P. maculatus,Juvenile,Egg Rock,NA,Green,NA,NA,-23.2,151.101,2021,PmJuv04_C01,PmJuv04,C01
P.juv_01922,2021-04-16,P. maculatus,Juvenile,Barren Island,BA2,Blue,43,44,-23.159,151.075,2021,PmJuv04_C02,PmJuv04,C02
P.juv_01923,2021-04-16,P. maculatus,Juvenile,Barren Island,BA2,Blue,44,45,-23.159,151.075,2021,PmJuv04_C03,PmJuv04,C03
P.juv_01924,2021-04-16,P. maculatus,Juvenile,Barren Island,BA2,Blue,37,38,-23.159,151.075,2021,PmJuv04_C04,PmJuv04,C04
P.juv_01925,2021-04-16,P. maculatus,Juvenile,Barren Island,BA2,Blue,NA,NA,-23.159,151.075,2021,PmJuv04_C05,PmJuv04,C05
P.juv_01926,2021-04-16,P. maculatus,Juvenile,Barren Island,BA2,Blue,NA,NA,-23.159,151.075,2021,PmJuv04_C06,PmJuv04,C06
P.juv_01927,2021-04-16,P. maculatus,Juvenile,Barren Island,BA2,Blue,NA,NA,-23.159,151.075,2021,PmJuv04_C07,PmJuv04,C07
P.juv_01928,2021-04-16,P. maculatus,Juvenile,Barren Island,BA2,Blue,152,158,-23.159,151.075,2021,PmJuv04_C08,PmJuv04,C08
P.juv_01929,2021-04-16,P. maculatus,Juvenile,Clam Bay,GK6,Green,127,132,-23.188,150.979,2021,PmJuv04_C09,PmJuv04,C09
P.juv_01930,2021-04-16,P. maculatus,Juvenile,Clam Bay,GK6,Green,124,132,-23.188,150.979,2021,PmJuv04_C10,PmJuv04,C10
P.juv_01931,2021-04-16,P. maculatus,Juvenile,Clam Bay,GK6,Green,123,126,-23.188,150.979,2021,PmJuv04_C11,PmJuv04,C11
P.juv_01932,2021-04-16,P. maculatus,Juvenile,Clam Bay,GK6,Green,107,110,-23.188,150.979,2021,PmJuv04_C12,PmJuv04,C12
P.juv_01933,2021-04-16,P. maculatus,Juvenile,Clam Bay,GK6,Green,145,152,-23.188,150.979,2021,PmJuv04_D01,PmJuv04,D01
P.juv_01934,2021-04-16,P. maculatus,Juvenile,Clam Bay,GK6,Green,122,130,-23.188,150.979,2021,PmJuv04_D02,PmJuv04,D02
P.juv_01935,2021-04-16,P. maculatus,Juvenile,Clam Bay,GK6,Green,41,42,-23.188,150.979,2021,PmJuv04_D03,PmJuv04,D03
P.juv_01936,2021-04-16,P. maculatus,Juvenile,Clam Bay,GK6,Green,130,136,-23.188,150.979,2021,PmJuv04_D04,PmJuv04,D04
P.juv_01937,2021-04-16,P. maculatus,Juvenile,Clam Bay,GK6,Green,146,154,-23.188,150.979,2021,PmJuv04_D05,PmJuv04,D05
P.juv_01938,2021-04-16,P. maculatus,Juvenile,Clam Bay,GK6,Green,117,123,-23.188,150.979,2021,PmJuv04_D06,PmJuv04,D06
P.juv_01939,2021-04-16,P. maculatus,Juvenile,Clam Bay,GK6,Green,133,138,-23.188,150.979,2021,PmJuv04_D07,PmJuv04,D07
P.juv_01940,2021-04-16,P. maculatus,Juvenile,Clam Bay,GK6,Green,63,64,-23.188,150.979,2021,PmJuv04_D08,PmJuv04,D08
P.juv_01941,2021-04-16,P. maculatus,Juvenile,Clam Bay,GK6,Green,118,122,-23.188,150.979,2021,PmJuv04_D09,PmJuv04,D09
P.juv_01942,2021-04-16,P. maculatus,Juvenile,Clam Bay,GK6,Green,99,101,-23.188,150.979,2021,PmJuv04_D10,PmJuv04,D10
P.juv_01943,2021-04-16,P. maculatus,Juvenile,Clam Bay,GK6,Green,130,134,-23.188,150.979,2021,PmJuv04_D11,PmJuv04,D11
P.juv_01944,2021-04-16,P. maculatus,Juvenile,Clam Bay,GK6,Green,87,90,-23.188,150.979,2021,PmJuv04_D12,PmJuv04,D12
P.juv_01945,2021-04-16,P. maculatus,Juvenile,Clam Bay,GK6,Green,101,105,-23.188,150.979,2021,PmJuv04_E01,PmJuv04,E01
P.juv_01946,2021-04-16,P. maculatus,Juvenile,Clam Bay,GK6,Green,114,116,-23.188,150.979,2021,PmJuv04_E02,PmJuv04,E02
P.juv_01947,2021-10-09,P. maculatus,Juvenile,North Keppel Is Blue,NK3,Blue,155,157,-23.086,150.896,2021,PmJuv04_E03,PmJuv04,E03
P.juv_01948,2021-10-09,P. maculatus,Juvenile,North Keppel Is Blue,NK3,Blue,189,200,-23.086,150.896,2021,PmJuv04_E04,PmJuv04,E04
P.juv_01949,2021-10-09,P. maculatus,Juvenile,North Keppel Is Blue,NK3,Blue,150,156,-23.086,150.896,2021,PmJuv04_E05,PmJuv04,E05
P.juv_01950,2021-10-09,P. maculatus,Juvenile,North Keppel Is Blue,NK3,Blue,240,256,-23.086,150.896,2021,PmJuv04_E06,PmJuv04,E06
P.juv_01951,2021-10-09,P. maculatus,Juvenile,North Keppel Is Blue,NK3,Blue,179,187,-23.086,150.896,2021,PmJuv04_E07,PmJuv04,E07
P.juv_01952,2021-10-09,P. maculatus,Juvenile,North Keppel Is Blue,NK3,Blue,131,136,-23.086,150.896,2021,PmJuv04_E08,PmJuv04,E08
P.juv_01953,2021-10-09,P. maculatus,Juvenile,North Keppel Is Blue,NK3,Blue,276,290,-23.086,150.896,2021,PmJuv04_E09,PmJuv04,E09
P.juv_01954,2021-10-09,P. maculatus,Juvenile,North Keppel Is Blue,NK3,Blue,200,210,-23.086,150.896,2021,PmJuv04_E10,PmJuv04,E10
P.juv_01955,2021-10-09,P. maculatus,Juvenile,North Keppel Is Blue,NK3,Blue,149,155,-23.086,150.896,2021,PmJuv04_E11,PmJuv04,E11
P.juv_01956,2021-10-09,P. maculatus,Juvenile,North Keppel Is Blue,NK3,Blue,97,101,-23.086,150.896,2021,PmJuv04_E12,PmJuv04,E12
P.juv_01957,2021-10-09,P. maculatus,Juvenile,North Keppel Is Blue,NK3,Blue,173,182,-23.086,150.896,2021,PmJuv04_F01,PmJuv04,F01
P.juv_01958,2021-10-09,P. maculatus,Juvenile,North Keppel Is Blue,NK3,Blue,79,81,-23.086,150.896,2021,PmJuv04_F02,PmJuv04,F02
P.juv_01959,2021-10-09,P. maculatus,Juvenile,North Keppel Is Blue,NK3,Blue,219,227,-23.086,150.896,2021,PmJuv04_F03,PmJuv04,F03
P.juv_01960,2021-10-09,P. maculatus,Juvenile,North Keppel Is Blue,NK3,Blue,188,196,-23.086,150.896,2021,PmJuv04_F04,PmJuv04,F04
P.juv_01961,2021-10-09,P. maculatus,Juvenile,North Keppel Is Blue,NK3,Blue,85,87,-23.086,150.896,2021,PmJuv04_F05,PmJuv04,F05
P.juv_01962,2021-10-09,P. maculatus,Juvenile,North Keppel Is Blue,NK3,Blue,98,103,-23.086,150.896,2021,PmJuv04_F06,PmJuv04,F06
